STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,92.52586788043143,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,58.75716009510822,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,88.81889345091807,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,74.37301698956526,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1.347571154447661,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,5.296650994351706,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,92.59638614091,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1.727957760407723,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,4.200134446009717,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,75.06875939472309,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,26.298061330912244,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,95.48429721074392,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,13.298676914923025,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1.4600374400603742,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1.727957760407723,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,99.482637483368,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWZ,Eswatini,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,18.230235888384385,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ETH,Ethiopia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,27.742517304576413,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,29.075341651133897,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,95.77802657677049,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,97.60198444858491,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,11.375690324744804,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,32.12214021964833,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,81.06505790050059,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,97.4100931507712,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,86.68728117435491,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,93.9826919455881,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,9.412871644052416,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,13.128409671750829,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,20.525536809173424,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,9.848674476677724,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,28.10906637723197,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,6.4020982110513724,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,2.2045693397103268,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,91.2753036075304,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,79.80678946278535,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,97.49450579769008,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,94.88161470716162,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,81.05807975824983,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,20.714663395684408,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,85.85878880707858,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,90.93233883644888,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,96.1269106550618,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,32.527188361000015,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,97.8186187857858,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JOR,Jordan,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,70.95522471902197,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KAZ,Kazakhstan,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,93.1529940774246,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,81.69558311060074,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KIR,Kiribati,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,13.842499246348728,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KWT,Kuwait,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,75.05126270651475,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KGZ,Kyrgyz Republic,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,49.63715318655919,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LAO,Lao PDR,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,20.34444641645468,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,97.2805269516682,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBN,Lebanon,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,30.43860529854452,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LSO,Lesotho,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,9.07911844353884,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBR,Liberia,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,9.724174056340743,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBY,Libya,ITU_GCI_GCI_OVRL_SCRE,Global Cybersecurity Index - Overall Score (ITU GCI),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_100,0-100 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,28.780504218139697,MEAN,Mean,ITU_GCI,Global Cybersecurity Index,0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
